#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-41.857621,21,2796.569407
-57.456744,29,2796.793576
-51.514834,23,2796.96482
-49.724628,24,2797.119916
-42.370819,21,2797.256785
-40.379353,21,2797.415466
-55.719823,28,2797.595273
-44.393266,22,2797.727298
-45.766037,22,2797.884874
-49.195845,24,2798.040997
-44.057875,23,2798.194563
-50.787021,27,2798.37385
-39.146005,20,2798.509725
-41.847787,21,2798.646887
-42.49722,22,2798.800467
-55.886023,29,2798.979551
-42.46115,20,2799.097613
-40.732379,21,2799.229321
-53.360237,26,2799.405214
-44.045344,23,2799.545661
-43.609802,23,2799.680347
-46.693888,25,2799.859348
-49.886438,23,2800.055973
-37.53046,19,2800.171755
-55.079633,29,2800.361992
-42.87329,20,2800.50154
-43.540831,22,2800.650405
-43.990303,22,2800.782875
-39.011279,20,2800.951401
-56.528827,28,2801.139192
-40.875145,20,2801.267679
-47.948706,22,2801.403875
-40.317627,21,2801.530471
-58.047478,29,2801.729928
-44.210398,23,2801.868697
-59.399952,29,2802.04459
-43.563154,23,2802.189618
-42.260613,21,2802.321161
-39.373215,21,2802.459779
-67.984922,38,2802.681868
-42.955259,21,2802.897783
-37.483514,19,2803.080944
-59.130021,31,2803.270857
-43.879061,21,2803.409828
-40.723486,21,2803.53675
-55.663387,29,2803.728118
-36.464763,19,2803.837815
-56.984896,30,2804.019424
-44.512462,21,2804.147543
-41.892021,22,2804.32551
-53.607375,28,2804.512356
-55.989413,29,2804.694651
-36.268238,19,2804.816214
-60.92769,32,2805.027264
-58.965631,30,2805.209441
-54.438541,28,2805.380515
-45.487307,24,2805.524069
-51.64087,26,2805.701559
-46.533163,23,2805.854743
-45.931221,22,2805.993246
-40.688071,21,2806.124439
-59.950355,30,2806.396897
-38.834332,20,2806.533107
-57.255527,30,2806.728649
-42.031472,21,2806.863745
-37.871345,20,2806.993463
-55.350771,29,2807.195251
-39.247334,20,2807.321793
-44.380673,22,2807.461532
-64.007742,34,2807.692473
-37.845654,20,2807.810707
-55.860879,28,2807.984837
-39.486919,20,2808.105722
-42.1426,21,2808.237507
-48.509337,23,2808.394661
-37.769687,20,2808.517024
-57.299578,28,2808.69551
-40.797168,21,2808.833832
-40.581331,21,2808.972627
-56.993217,30,2809.156563
-59.518535,34,2809.361595
-37.429882,19,2809.481502
-42.253985,21,2809.674139
-49.859254,23,2809.814326
-42.274631,22,2809.956511
-59.779282,30,2810.19906
-37.736478,20,2810.319626
-58.8107,31,2810.519838
-38.933456,21,2810.653613
-60.594381,31,2810.865801
-39.195457,20,2810.983462
-47.863915,23,2811.12051
-40.540565,21,2811.249209
-58.985627,31,2811.462586
-40.553576,22,2811.600023
-56.948738,30,2811.81059
-43.832253,22,2811.944432
-57.33731,30,2812.149859
-61.235139,35,2812.371492
-37.661372,19,2812.490355
-43.57611,22,2812.621622
-41.049872,21,2812.766338
-39.118949,20,2812.942733
-59.860902,30,2813.127109
-40.89743,20,2813.248147
-40.287651,21,2813.386044
-43.371216,21,2813.519805
-40.411132,21,2813.645993
-57.955086,30,2813.828039
-44.602975,21,2813.962081
-41.734781,21,2814.104562
-59.514844,32,2814.305562
-40.73722,20,2814.437721
-43.800392,22,2814.579229
-58.465102,31,2814.781183
-62.915163,35,2815.005083
-42.091551,21,2815.140665
-37.653188,19,2815.260919
-43.719631,21,2815.40483
-43.710555,22,2815.538635
-43.199807,21,2815.66484
-38.908562,21,2815.797509
-40.859473,21,2816.001604
-42.253539,22,2816.134453
-40.812074,21,2816.260145
-37.58007,20,2816.406465
-56.117503,30,2816.604433
-43.776498,22,2816.740481
-58.807697,31,2816.941956
-40.844115,21,2817.080285
-43.11806,22,2817.234086
-50.058163,26,2817.409634
-47.987535,23,2817.561984
-42.150567,21,2817.703577
-56.50223,29,2817.901197
-37.612187,19,2818.018826
-44.079651,21,2818.146936
-42.245062,21,2818.28416
-58.052957,31,2818.488236
-59.569909,29,2818.670723
-41.660259,21,2818.804386
-43.345471,21,2818.941351
-40.254506,22,2819.137405
-59.10735,32,2819.330586
-40.699491,20,2819.452553
-53.649307,28,2819.631582
-44.020174,21,2819.761426
-37.963261,20,2819.883468
-53.600856,28,2820.052256
-39.007919,20,2820.178499
-57.673241,30,2820.38508
-40.525566,20,2820.505533
-59.394148,30,2820.682674
-40.871946,21,2820.813899
-39.042461,20,2820.961429
-61.442186,36,2821.179641
-43.342549,22,2821.310269
-50.918535,26,2821.477886
-40.925358,21,2821.612412
-38.988698,21,2821.737653
-65.250452,35,2821.949675
-44.157219,22,2822.08885
-48.435984,25,2822.313551
-38.86881,20,2822.437528
-61.937391,35,2822.663767
-42.377514,21,2822.797597
-48.155866,23,2822.949063
-40.462246,21,2823.076607
-39.335888,20,2823.200416
-40.408979,21,2823.336704
-41.93796,21,2823.488515
-64.714588,37,2823.713301
-44.135782,22,2823.847962
-46.27388,25,2824.015243
-40.559656,21,2824.150871
-56.594584,29,2824.370477
-42.564793,21,2824.50166
-56.242396,31,2824.710731
-40.635653,22,2824.850399
-58.459145,30,2825.038886
-56.184018,30,2825.218473
-49.827197,23,2825.368022
-38.98797,21,2825.556271
-59.479786,30,2825.739984
-39.271519,20,2825.86427
-59.043965,31,2826.077207
-37.759279,20,2826.203293
-43.318703,22,2826.344621
-40.966032,21,2826.483861
-39.253793,22,2826.630694
-43.861591,21,2826.769302
-47.636372,22,2826.91588
-37.244322,20,2827.037072
-56.884608,30,2827.276395
-64.936089,38,2827.51277
-42.498993,21,2827.638661
-36.277136,19,2827.757552
-47.672529,23,2827.906337
-37.469384,20,2828.046599
-59.037262,31,2828.232731
-56.737436,30,2828.416234
-45.279914,21,2828.547971
-37.641451,20,2828.717487
-56.772277,30,2828.903755
-43.990431,22,2829.035084
-60.698849,29,2829.221172
-43.98702,22,2829.361466
-58.139604,29,2829.537459
-45.094847,22,2829.667753
-62.994564,37,2829.904873
-52.717752,27,2830.066335
-58.713949,29,2830.239731
-34.268921,19,2830.357566
-57.36534,30,2830.549277
-38.887781,21,2830.677038
-58.988963,32,2830.874575
-37.9341,19,2830.987086
-60.475059,31,2831.18525
-42.489259,21,2831.314106
-42.485176,22,2831.449617
-37.329397,20,2831.56805
-58.159726,31,2831.811104
-37.740798,19,2831.953551
-57.508579,31,2832.141318
-43.808469,21,2832.269831
-45.463701,23,2832.419384
-49.144303,25,2832.577109
-42.054719,22,2832.710361
-42.06497,21,2832.846844
-41.080608,22,2832.988513
-59.653166,32,2833.215327
-63.51276,37,2833.441987
-43.465353,21,2833.569039
-37.548093,20,2833.695899
-43.908948,21,2833.841188
-42.333097,22,2833.973366
-42.275663,21,2834.098779
-37.633983,19,2834.216902
-65.110776,39,2834.467649
-43.44232,22,2834.59995
-48.69174,23,2834.737053
-42.224661,22,2834.882321
-62.974182,35,2835.176729
-42.994494,21,2835.341762
-42.320055,21,2835.481416
-54.711158,29,2835.679012
-39.071783,20,2835.805251
-43.631352,21,2835.935766
-39.043132,20,2836.056278
-59.215724,35,2836.28338
-44.466806,22,2836.419591
-43.172229,24,2836.562215
-44.019687,21,2836.69195
-49.216449,24,2836.848871
-48.392924,23,2837.003068
-65.558152,40,2837.248382
-40.613667,22,2837.381462
-59.756358,32,2837.585954
-43.476821,22,2837.721349
-61.583048,34,2837.929279
-57.50943,32,2838.12241
-44.588933,21,2838.252932
-40.511691,20,2838.431969
-58.368031,30,2838.616362
-40.816103,20,2838.736866
-55.5936,31,2838.956412
-44.088458,21,2839.08681
-52.327911,29,2839.262995
-43.774594,21,2839.396806
-42.231782,21,2839.537129
-42.049924,22,2839.683535
-54.936189,30,2839.875972
-39.17388,22,2840.009739
-56.553938,30,2840.214494
-57.872107,34,2840.431144
-42.090021,21,2840.563081
-41.758572,21,2840.696409
-44.293259,23,2840.840658
-53.654648,24,2840.996223
-39.262633,21,2841.122524
-53.306763,26,2841.280523
-53.303106,28,2841.503229
-37.61036,21,2841.67067
-58.31284,31,2841.863189
-56.551302,29,2842.048375
-40.855286,22,2842.193431
-66.013886,38,2842.449801
-41.568408,21,2842.580042
-37.822477,20,2842.704339
-37.47463,20,2842.833776
-58.908506,32,2843.035465
-62.475928,37,2843.278391
-41.039137,22,2843.420506
-41.934421,21,2843.559107
-37.564269,20,2843.696287
-59.055737,33,2843.901474
-40.633513,21,2844.027557
-37.539191,21,2844.166734
-60.710147,36,2844.407625
-43.697525,22,2844.545835
-46.339707,25,2844.70152
-37.684473,19,2844.825692
-60.246999,32,2845.078632
-46.151363,22,2845.223461
-52.820213,27,2845.395011
-39.532012,20,2845.523227
-39.211425,20,2845.659719
-44.885701,22,2845.795644
-41.277533,21,2845.92921
-40.945245,21,2846.062928
-40.578176,21,2846.214306
-85.207948,49,2846.521459
-52.68486,28,2846.698288
-58.610818,30,2846.906875
-40.874149,22,2847.043458
-58.588246,30,2847.227859
-43.876231,21,2847.36887
-49.282714,23,2847.52189
-38.909144,21,2847.667394
-58.340751,30,2847.854197
-58.927773,30,2848.035187
-42.42101,21,2848.172335
-42.408922,22,2848.403288
-43.310369,21,2848.532784
-42.118049,22,2848.671273
-56.764313,31,2848.885553
-63.650981,36,2849.104833
-43.382407,22,2849.238352
-38.878905,21,2849.36954
-59.66328,31,2849.580049
-39.205927,20,2849.701997
-49.728061,23,2849.84768
-41.010532,21,2849.976633
-40.575288,21,2850.113668
-59.505587,31,2850.325388
-43.78526,22,2850.462079
-39.315812,21,2850.586431
-53.431698,29,2850.775048
-58.989606,31,2850.96353
-56.933696,31,2851.150873
-48.50823,22,2851.283386
-39.000156,21,2851.416584
-59.47524,31,2851.649428
-59.770077,31,2851.8385
-37.654301,20,2851.958514
-58.622638,31,2852.159742
-39.209893,20,2852.281165
-55.042844,31,2852.467985
-37.800717,20,2852.59037
-40.674601,21,2852.717173
-44.107273,22,2852.861876
-39.072428,21,2852.986065
-60.746036,32,2853.178376
-44.564897,21,2853.308794
-40.852228,20,2853.444514
-45.166251,22,2853.579255
-55.83504,29,2853.761829
-51.00155,26,2853.943567
-43.839108,22,2854.082268
-44.212478,25,2854.232087
-43.693511,22,2854.369012
-43.198104,21,2854.501022
-47.640269,23,2854.678883
-39.146329,21,2854.804939
-42.271074,21,2854.934024
-40.619219,22,2855.077781
-60.103472,30,2855.261833
-40.506518,22,2855.397015
-59.375311,32,2855.586043
-56.761818,30,2855.78041
-57.575246,31,2855.973329
-56.49115,30,2856.154683
-56.780853,30,2856.337555
-64.050877,38,2856.584629
-52.687423,27,2856.752339
-43.596317,22,2856.890925
-36.445543,19,2857.004321
-57.631238,30,2857.202582
-40.751253,21,2857.331332
-55.937952,29,2857.506313
-39.492774,21,2857.630727
-58.462704,31,2857.848116
-57.739308,33,2858.077888
-61.048497,32,2858.269746
-42.591743,22,2858.405319
-55.502941,30,2858.596909
-39.256917,21,2858.726523
-56.187304,31,2858.915869
-60.352965,33,2859.12244
-54.533658,29,2859.311346
-55.547494,29,2859.496402
-57.919385,31,2859.701783
-44.440372,23,2859.846177
-45.738908,23,2859.995879
-44.257337,26,2860.153006
-42.355717,21,2860.280007
-37.722033,20,2860.408282
-64.616931,37,2860.650936
-45.658806,22,2860.807355
-41.01073,21,2860.937272
-41.600684,21,2861.063966
-39.313701,20,2861.192099
-55.083651,30,2861.466427
-50.932812,24,2861.626654
-42.500344,23,2861.772604
-60.326823,33,2862.000385
-43.731217,21,2862.133692
-48.717162,23,2862.276427
-40.56449,19,2862.393834
-55.354128,29,2862.59142
-42.33374,21,2862.719458
-37.701377,20,2862.843991
-40.817785,21,2862.974185
-43.469206,22,2863.119879
-58.072943,31,2863.318815
-64.019214,38,2863.544529
-48.191135,23,2863.682184
-38.932312,21,2863.809693
-59.811195,33,2864.024588
-42.376053,21,2864.154759
-49.591663,23,2864.2926
-40.621041,20,2864.420515
-55.375196,29,2864.639244
-63.7209,34,2864.862061
-63.130519,37,2865.086321
-35.888258,20,2865.209198
-63.077311,37,2865.443454
-40.633438,21,2865.577996
-37.629471,20,2865.69732
-59.158932,32,2865.908572
-57.068016,32,2866.108123
-42.452696,21,2866.237406
-37.413168,19,2866.353337
-40.697786,21,2866.485858
-40.920702,22,2866.626471
-49.201123,23,2866.765237
-43.620666,22,2866.909966
-46.445214,25,2867.088458
-40.906323,21,2867.218262
-43.287077,21,2867.3476
-40.580211,21,2867.477076
-64.998791,38,2867.876982
-54.284371,28,2868.055399
-36.308411,19,2868.17915
-43.767686,22,2868.311941
-41.053777,22,2868.452962
-55.303518,29,2868.641345
-55.196031,29,2868.820689
-57.853195,31,2869.018305
-44.407551,22,2869.15998
-62.087068,34,2869.39064
-43.338871,22,2869.531177
-42.22004,21,2869.659415
-38.871992,21,2869.802139
-60.42582,32,2870.010911
-56.508108,31,2870.199261
-39.041343,20,2870.319619
-57.234714,32,2870.562235
-59.609039,32,2870.774836
-49.251767,23,2870.919713
-58.452178,31,2871.113779
-40.629326,22,2871.259936
-58.527728,32,2871.47251
-40.740518,21,2871.624512
-64.814023,39,2871.865653
-50.874379,24,2872.027374
-49.829774,24,2872.190739
-54.731232,29,2872.38343
-55.55618,30,2872.569904
-60.457419,33,2872.788498
-58.974302,32,2872.983694
-41.100327,20,2873.103748
-43.972262,22,2873.234548
-37.70986,21,2873.370635
-56.436726,30,2873.558021
-55.405774,29,2873.726249
-57.935295,31,2873.915005
-56.448909,31,2874.164175
-44.017108,22,2874.309307
-59.07648,32,2874.507011
-60.075654,31,2874.698058
-43.758763,21,2874.839734
-42.161743,21,2874.982533
-46.175339,22,2875.130905
-47.270514,23,2875.271501
-37.395665,20,2875.406017
-45.354323,21,2875.552082
-36.336803,19,2875.666287
-68.476445,39,2875.914797
-43.094045,22,2876.05186
-40.913396,21,2876.192805
-42.336249,21,2876.322721
-45.355776,22,2876.462931
-55.405669,29,2876.653981
-57.06772,29,2876.836859
-62.851456,36,2877.055665
-44.443238,22,2877.194028
-40.474997,20,2877.319366
-62.814069,36,2877.58867
-40.186937,22,2877.739997
-60.543939,33,2877.948951
-40.697777,20,2878.074563
-42.231589,21,2878.226098
-43.532426,22,2878.366224
-48.780252,26,2878.525798
-42.23334,22,2878.667444
-43.345339,22,2878.810305
-62.749948,33,2879.01836
-43.99894,22,2879.153271
-52.353817,25,2879.324414
-52.800607,27,2879.500699
-42.094882,21,2879.628208
-41.944578,22,2879.760722
-64.091791,38,2880.014086
-42.001714,21,2880.140675
-60.793078,32,2880.337234
-39.310551,20,2880.460138
-67.382243,37,2880.764618
-44.54465,22,2880.90457
-43.864249,23,2881.040634
-51.993616,25,2881.192598
-43.578241,21,2881.323443
-37.803647,20,2881.464994
-56.491087,30,2881.657714
-54.871778,29,2881.842736
-62.025748,36,2882.096287
-41.046022,21,2882.227637
-42.124517,22,2882.367656
-54.955023,30,2882.551364
-57.691046,31,2882.762263
-64.151154,38,2882.998911
-53.861416,28,2883.17232
-55.648492,28,2883.341292
-39.1246,21,2883.475235
-58.33472,30,2883.675846
-57.117534,30,2883.86014
-48.418573,22,2883.988916
-40.598134,20,2884.114185
-63.215898,36,2884.413806
-37.66387,20,2884.53577
-57.13094,30,2884.719541
-66.541326,39,2884.980647
-45.506935,22,2885.115649
-39.423334,20,2885.22902
-55.338874,29,2885.408098
-55.452571,29,2885.626938
-55.471703,29,2885.79951
-55.314915,28,2885.977072
-40.898059,21,2886.102898
-56.078933,30,2886.307724
-40.8281,21,2886.438931
-58.527557,30,2886.620322
-42.440163,21,2886.743325
-40.702718,20,2886.876568
-55.098854,29,2887.063631
-39.217143,20,2887.189648
-53.875878,28,2887.363987
-40.843182,21,2887.498807
-40.744449,20,2887.694428
-66.591948,39,2887.931012
-39.253162,20,2888.052757
-63.124174,36,2888.294057
-43.229087,22,2888.442183
-50.277306,25,2888.603683
-41.860983,22,2888.73996
-57.603625,29,2888.938709
-43.671004,22,2889.069065
-58.640077,30,2889.247599
-45.320763,23,2889.388922
-43.707565,22,2889.530939
-59.683329,32,2889.738924
-39.619272,20,2889.861834
-59.10441,32,2890.053088
-54.55265,30,2890.264106
-58.35287,31,2890.457417
-37.719932,20,2890.577993
-58.901635,32,2890.774087
-43.749951,22,2890.917729
-45.654272,22,2891.122937
-44.332541,23,2891.302396
-52.581512,26,2891.462126
-59.629477,28,2891.649108
-56.342615,29,2891.82898
-55.333123,28,2892.00055
-44.683512,23,2892.146136
-48.356804,25,2892.313473
-43.819931,22,2892.461766
-40.967926,21,2892.592779
-43.293666,23,2892.734925
-40.890918,21,2892.87488
-43.491728,22,2893.021929
-42.675579,20,2893.144652
-43.005454,22,2893.278435
-47.068651,23,2893.438359
-42.979522,24,2893.601672
-42.632653,21,2893.742695
-65.911019,36,2893.968174
-37.42091,20,2894.094197
-59.236481,32,2894.369117
-58.09513,32,2894.574005
-40.636815,21,2894.700596
-40.022349,21,2894.832905
-47.153027,23,2894.984311
-57.534155,32,2895.179283
-43.597363,21,2895.303975
-42.980728,22,2895.447369
-42.112324,20,2895.587025
-39.133934,21,2895.715935
-54.306793,28,2895.88762
-37.503404,19,2896.006728
-56.569918,30,2896.202894
-46.0991,23,2896.351027
-42.237388,21,2896.466917
-39.157032,21,2896.609742
-56.819721,30,2896.802497
-58.512964,31,2897.012124
-41.106181,21,2897.144978
-58.376697,31,2897.396485
-40.99177,20,2897.5314
-46.022419,21,2897.658642
-38.547725,20,2897.783764
-59.231111,32,2898.000652
-60.928414,32,2898.194536
-37.555604,20,2898.314849
-66.773655,39,2898.55412
-54.512719,27,2898.726228
-54.477546,28,2898.908512
-37.840329,19,2899.03352
-50.833421,24,2899.181638
-38.743552,21,2899.322383
-42.962888,21,2899.488395
-48.915374,23,2899.631803
-41.975082,21,2899.760034
-67.02104,37,2900.002195
-54.86748,27,2900.16969
-39.051189,20,2900.292875
-59.948227,31,2900.493831
-42.550203,21,2900.626004
-62.14684,36,2900.925574
-56.625421,27,2901.100611
-43.470527,22,2901.237978
-47.034002,24,2901.395663
-43.48385,22,2901.54008
-59.779433,32,2901.741738
-42.575873,22,2901.881943
-59.364478,32,2902.093177
-37.518084,20,2902.221263
-57.676575,31,2902.415765
-64.70555,36,2902.636503
-43.439874,22,2902.775774
-45.083685,22,2902.92251
-62.634152,35,2903.134564
-42.109501,21,2903.259683
-40.571612,22,2903.401562
-58.093484,31,2903.600695
-56.11044,31,2903.789479
-41.020766,22,2903.928702
-56.188829,30,2904.180423
-59.767659,31,2904.386809
-41.055988,21,2904.52643
-43.72689,22,2904.661392
-42.183351,21,2904.794259
-59.205913,31,2905.007033
-47.132938,23,2905.147511
-42.443431,21,2905.271724
-58.786371,32,2905.490753
-54.210287,31,2905.677259
-59.841123,32,2905.885631
-56.18273,31,2906.072031
-45.311419,22,2906.207362
-39.286061,20,2906.343272
-57.504736,31,2906.531691
-56.431434,30,2906.713434
-58.051962,30,2906.945883
-57.845166,31,2907.137103
-56.252307,30,2907.331056
-37.630267,19,2907.449344
-56.216988,29,2907.685823
-43.915343,22,2907.851312
-60.748697,33,2908.062168
-59.091285,31,2908.259024
-57.593302,31,2908.468667
-49.562787,24,2908.621125
-43.801812,22,2908.760626
-38.903291,21,2908.893035
-58.081255,31,2909.100895
-39.294664,20,2909.21668
-63.193228,37,2909.437049
-54.080215,28,2909.600451
-42.211238,22,2909.7338
-59.037749,32,2909.936496
-44.996516,22,2910.065522
-61.777664,34,2910.26252
-39.307034,20,2910.38708
-61.199142,32,2910.590572
-37.695964,21,2910.714551
-55.080451,29,2910.887813
-39.439748,21,2911.016461
-57.767733,31,2911.260994
-40.518599,21,2911.388249
-63.380591,34,2911.597726
-43.682877,20,2911.7194
-40.643635,21,2911.855456
-37.657324,20,2911.971054
-58.066535,30,2912.150922
-37.526546,21,2912.278741
-55.167718,29,2912.464529
-42.379708,21,2912.586423
-40.452019,21,2912.70825
-50.693556,24,2912.861137
-48.656542,24,2913.019559
-62.812592,36,2913.23121
-43.409126,21,2913.35481
-59.947432,31,2913.551545
-64.074305,37,2913.767228
-42.407023,21,2913.894742
-42.192901,21,2914.016759
-43.193284,21,2914.145236
-45.994895,22,2914.352013
-37.398814,19,2914.470588
-67.524838,39,2914.708424
-41.627635,21,2914.851285
-37.300341,20,2914.977802
-58.503014,31,2915.16395
-43.779828,21,2915.296252
-37.566142,19,2915.420438
-57.842815,31,2915.623271
-42.424493,20,2915.750453
-37.75752,20,2915.872367
-54.665951,30,2916.076065
-39.293139,21,2916.204531
-58.050712,30,2916.399855
-39.045382,20,2916.519397
-61.118596,32,2916.735247
-37.803702,19,2916.852625
-55.216243,29,2917.03758
-59.438926,32,2917.236124
-37.783851,21,2917.37016
-60.062255,31,2917.637056
-40.784866,20,2917.762737
-42.256772,21,2917.918537
-46.780963,23,2918.083042
-37.596786,20,2918.229721
-64.632796,38,2918.462574
-54.716163,27,2918.626602
-40.65714,21,2918.756081
-57.561942,30,2918.951776
-55.413781,30,2919.139524
-42.74156,22,2919.269949
-66.339739,38,2919.529358
-41.767145,21,2919.66085
-46.154361,22,2919.790872
-52.697367,26,2919.951923
-43.593928,23,2920.103916
-45.78923,24,2920.259459
-45.898831,22,2920.397801
-38.653225,21,2920.531078
-56.974115,30,2920.783344
-42.451514,21,2920.935138
-40.714517,21,2921.064168
-57.611387,31,2921.253708
-44.025017,22,2921.401391
-50.375021,25,2921.570131
-39.321336,21,2921.718057
-58.490181,31,2921.90978
-42.262405,21,2922.041945
-44.478691,22,2922.201144
-43.906176,22,2922.342234
-43.812118,21,2922.471532
-43.962363,21,2922.612732
-40.623993,22,2922.760993
-59.497726,32,2922.961467
-39.20172,19,2923.073674
-58.038241,31,2923.289822
-39.181318,21,2923.420559
-58.954303,32,2923.618754
-56.032545,31,2923.808098
-39.149436,21,2923.939614
-40.839768,21,2924.118786
-38.841287,21,2924.246012
-53.782108,29,2924.43229
-64.550636,38,2924.695859
-40.356314,20,2924.813062
-37.554797,19,2924.939923
-55.910932,29,2925.121937
-58.130552,32,2925.339375
-50.033067,23,2925.48148
-38.752219,19,2925.60318
-61.728574,35,2925.833529
-39.188804,20,2925.962577
-58.418566,31,2926.16881
-40.909389,21,2926.295489
-59.102139,32,2926.493622
-39.28669,21,2926.63334
-55.997367,29,2926.819984
-57.265038,32,2927.018497
-42.227512,22,2927.15682
-42.026375,21,2927.288467
-39.219734,19,2927.501509
-56.731342,30,2927.684588
-40.708955,21,2927.811822
-42.100011,22,2927.956818
-56.141429,29,2928.1502
-50.921566,24,2928.294871
-42.552207,25,2928.456769
-40.856446,21,2928.592452
-41.989366,21,2928.747541
-49.544595,23,2928.897591
-37.508051,20,2929.021416
-59.550031,31,2929.22866
-56.367775,30,2929.416991
-54.930828,31,2929.611885
-41.828406,21,2929.754618
-42.144034,21,2929.898207
-43.472173,22,2930.050765
-43.479084,22,2930.185519
-43.817152,22,2930.322533
-56.514152,30,2930.577998
-37.736103,20,2930.706902
-59.134569,32,2930.913546
-40.972403,21,2931.044766
-37.866118,21,2931.180321
-57.443965,31,2931.412809
-42.360802,22,2931.549771
-60.037926,31,2931.747284
-45.363142,22,2931.891799
-56.877456,30,2932.090082
-64.33409,37,2932.321426
-54.473443,28,2932.495214
-54.907509,29,2932.785543
-55.170109,28,2932.982153
-42.440195,22,2933.115988
-63.793306,36,2933.339585
-52.834206,27,2933.538436
-39.057654,21,2933.709305
-53.623025,26,2933.871432
-51.148718,25,2934.021783
-56.12737,29,2934.214186
-59.468695,31,2934.407632
-44.565229,22,2934.540354
-42.003719,22,2934.66999
-55.559145,29,2934.86242
-37.731708,20,2934.985987
-56.337728,30,2935.170836
-58.707445,32,2935.372327
-40.821331,21,2935.506788
-38.586776,21,2935.653594
-56.845439,30,2935.840188
-40.877394,20,2935.962449
-56.244356,30,2936.166287
-57.476815,31,2936.360026
-43.840888,22,2936.495558
-45.610186,22,2936.635329
-44.081923,23,2936.780936
-53.847185,23,2937.002871
-41.020494,22,2937.143195
-57.933019,31,2937.351524
-39.203688,21,2937.481055
-55.825638,29,2937.669608
-39.209451,21,2937.796428
-56.501678,30,2937.989347
-58.255828,31,2938.198106
-43.498508,22,2938.33543
-40.618466,20,2938.48292
-38.820405,20,2938.603536
-38.570139,20,2938.746222
-56.484039,30,2938.951029
-65.696857,38,2939.180792
-40.598486,21,2939.311595
-42.075934,22,2939.450265
-56.202554,30,2939.651627
-56.476082,30,2939.833885
-57.10334,29,2940.008716
-55.182762,30,2940.265509
-47.800199,26,2940.447532
-40.742403,22,2940.581913
-61.232139,33,2940.787672
-43.546903,22,2940.950161
-50.146302,25,2941.117873
-47.02338,22,2941.251589
-49.061226,24,2941.402539
-40.11036,21,2941.536754
-55.655316,29,2941.739726
-40.597184,22,2941.876668
-63.344113,37,2942.106361
-44.003299,22,2942.250527
-60.126913,33,2942.465955
-56.949397,29,2942.644594
-37.715432,20,2942.763345
-65.358301,39,2943.01621
-55.737526,29,2943.18828
-58.180568,31,2943.38963
-57.404493,31,2943.574663
-58.502369,32,2943.85811
-42.000015,21,2943.986668
-45.562892,23,2944.127421
-61.629646,37,2944.357966
-42.943575,21,2944.499775
-46.93094,23,2944.682531
-57.776911,31,2944.876377
-42.50306,22,2945.011795
-37.604784,20,2945.136609
-56.483797,30,2945.336711
-58.20672,31,2945.526365
-43.892544,22,2945.658975
-44.8176,22,2945.812701
-56.563971,29,2946.005271
-42.513304,21,2946.143244
-43.901056,22,2946.278302
-57.404919,31,2946.496282
-57.185999,32,2946.696073
-61.98746,32,2946.891797
-56.927548,30,2947.077797
-37.727013,20,2947.203429
-59.818426,31,2947.447179
-39.108445,19,2947.573082
-61.437754,32,2947.771975
-59.803647,31,2947.991365
-57.742468,31,2948.176945
-42.065022,22,2948.306918
-58.722483,29,2948.484353
-53.744361,28,2948.659456
-37.28421,21,2948.790111
-59.397162,32,2948.982022
-40.833213,22,2949.111233
-59.126301,32,2949.312717
-59.602121,33,2949.510906
-39.252056,21,2949.634072
-57.977894,30,2949.811744
-57.775263,31,2950.015312
-38.776004,21,2950.140027
-59.957775,33,2950.336327
-38.822744,21,2950.458577
-60.482366,33,2950.718292
-40.818992,21,2950.867781
-37.551241,19,2950.987544
-39.156419,20,2951.112831
-38.848153,21,2951.248816
-59.281095,32,2951.454608
-42.393121,22,2951.590551
-44.177708,21,2951.725489
-40.644284,20,2951.857859
-43.440805,22,2952.003932
-39.329591,20,2952.126134
-63.601182,38,2952.367618
-45.778086,22,2952.509476
-39.14496,19,2952.632805
-40.440338,21,2952.757288
-43.65998,21,2952.888648
-39.077478,21,2953.032922
-59.161023,32,2953.242222
-37.84827,20,2953.367979
-57.863839,31,2953.554811
-61.953536,37,2953.843625
-43.454629,22,2953.999503
-57.919235,32,2954.199575
-49.327111,23,2954.350608
-37.43682,20,2954.478201
-59.921233,31,2954.675915
-40.771526,22,2954.813384
-63.656171,36,2955.031954
-42.36174,21,2955.16295
-41.799037,21,2955.306324
-45.552367,23,2955.447337
-49.769475,26,2955.603513
-49.621598,23,2955.752002
-66.966758,40,2956.008675
-45.771195,22,2956.143669
-38.931169,21,2956.269312
-57.912707,31,2956.479597
-56.251612,30,2956.662813
-42.341847,21,2956.788933
-48.115697,23,2956.935067
-36.175033,19,2957.0563
-43.56183,22,2957.263086
-52.211207,25,2957.420758
-37.653421,21,2957.547457
-61.062765,31,2957.766464
-50.858194,24,2957.914302
-40.752305,20,2958.03844
-43.718009,22,2958.181836
-38.844364,20,2958.30818
-60.243483,33,2958.540454
-42.36605,20,2958.660461
-61.475106,35,2958.879616
-56.207624,28,2959.065993
-38.899042,21,2959.196657
-59.027004,32,2959.401606
-59.135074,31,2959.593788
-39.295557,21,2959.727147
-44.068624,22,2959.882985
-58.92001,33,2960.101062
-40.572377,20,2960.224716
-56.083063,31,2960.481319
-40.951944,21,2960.625406
-42.844599,21,2960.755733
-42.443822,21,2960.887883
