#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-61.191396,28,354.455428
-51.0516,30,354.633585
-50.981131,29,354.807816
-50.523383,28,354.994601
-45.498466,22,355.126064
-59.954948,29,355.295443
-77.801836,39,355.526679
-65.522233,33,355.73397
-65.19151,33,355.931113
-53.883782,29,356.098198
-45.352398,23,356.234745
-55.026889,29,356.421106
-60.450277,32,356.610763
-49.377259,26,356.766147
-51.193079,29,356.941069
-51.944756,27,357.108814
-60.654589,31,357.29406
-54.883613,27,357.453115
-55.190611,30,357.629666
-47.531769,23,357.772762
-54.261689,29,357.957417
-60.816314,29,358.118975
-66.773901,33,358.370593
-58.031038,29,358.563378
-58.410006,32,358.755841
-56.819496,30,358.948604
-50.325743,29,359.124418
-53.899986,30,359.306933
-64.939608,32,359.499745
-56.736764,31,359.680413
-59.850777,31,359.867685
-59.736629,32,360.075404
-57.686491,29,360.249382
-63.570935,30,360.431172
-47.347045,23,360.571921
-55.522235,28,360.753833
-55.923642,30,360.94138
-62.105414,34,361.144849
-61.53035,32,361.347551
-63.657193,36,361.584074
-58.297222,30,361.765772
-54.520462,28,361.930415
-50.864189,29,362.10337
-62.561139,32,362.388457
-51.111509,28,362.549219
-60.37153,31,362.729575
-66.472347,33,362.929132
-62.967777,32,363.140374
-56.592858,32,363.339969
-60.100902,32,363.528133
-57.300504,31,363.713279
-62.412485,32,363.921232
-65.587644,36,364.137186
-60.683791,30,364.309067
-53.194547,26,364.45806
-52.089222,27,364.619057
-46.594491,23,364.760266
-58.032654,29,364.93601
-55.865224,30,365.112082
-58.795227,28,365.343318
-50.259556,26,365.500589
-53.580033,29,365.672829
-66.20629,33,365.874936
-62.797926,31,366.072082
-54.938017,30,366.250036
-54.384609,29,366.423417
-45.263395,22,366.554529
-59.324925,29,366.738438
-52.601256,29,366.916474
-55.244366,29,367.094758
-48.340993,24,367.246615
-61.463978,31,367.448517
-53.826134,30,367.626785
-57.582209,31,367.81341
-53.65847,29,367.995071
-62.83653,32,368.194958
-50.874995,26,368.349351
-57.628059,31,368.529098
-62.731188,31,368.711582
-49.964625,24,368.862564
-57.257934,30,369.044129
-59.018817,29,369.2133
-45.306093,22,369.342924
-57.536644,28,369.544692
-57.321864,29,369.720234
-53.448584,28,369.890072
-49.758199,26,370.047412
-63.031367,34,370.267433
-47.004901,23,370.405891
-63.662389,30,370.583291
-51.20698,26,370.741588
-52.51834,26,370.916991
-52.596278,29,371.093944
-56.065879,29,371.264096
-61.980359,32,371.505487
-54.057636,29,371.685858
-61.975757,31,371.87546
-57.263154,31,372.060231
-51.861337,29,372.231106
-69.031899,35,372.450467
-50.051521,24,372.590423
-61.052241,34,372.7912
-47.027293,23,372.941452
-55.307104,31,373.14145
-58.587401,30,373.318512
-47.219954,23,373.457254
-57.078257,30,373.637402
-52.82861,26,373.801433
-51.007757,27,373.968519
-61.918012,32,374.158852
-50.067486,26,374.314191
-50.434326,27,374.483244
-65.965693,37,374.704545
-61.393901,32,374.892354
-64.603281,33,375.085701
-47.015693,24,375.231968
-62.534162,32,375.428495
-48.628639,23,375.562507
-60.98276,30,375.73943
-46.634018,22,375.889505
-65.108269,31,376.087924
-49.415167,27,376.248743
-49.316842,23,376.390602
-57.988849,33,376.614339
-45.72851,23,376.748592
-58.515535,30,376.932583
-46.573897,23,377.072179
-55.375417,28,377.262076
-53.292957,29,377.441322
-61.408072,30,377.615482
-45.442319,22,377.745576
-58.893032,32,378.008639
-49.423728,25,378.161854
-55.698294,30,378.350173
-60.460313,33,378.542681
-45.574441,22,378.684317
-58.224703,28,378.867741
-51.553037,26,379.024292
-50.596958,25,379.170233
-49.120709,24,379.327121
-59.492504,31,379.514077
-49.585758,26,379.660433
-51.104788,24,379.799898
-52.397631,28,379.985234
-50.291915,23,380.126523
-58.912474,29,380.300219
-45.483225,22,380.431195
-60.983871,31,380.634108
-49.905837,25,380.780779
-51.465974,25,380.93135
-48.914001,24,381.075466
-52.90313,31,381.28776
-45.258492,21,381.41259
-64.264062,30,381.589776
-66.46599,35,381.802146
-51.55423,24,381.959961
-49.357875,25,382.114074
-52.8855,27,382.272775
-48.430591,25,382.423198
-51.990518,25,382.571926
-53.366955,25,382.72756
-52.757893,28,382.903987
-59.196463,30,383.083919
-60.630514,32,383.305868
-66.536724,36,383.525872
-50.260294,27,383.688978
-66.501675,36,383.907343
-68.910758,36,384.143998
-45.595996,22,384.273493
-52.143541,28,384.443335
-44.161788,21,384.570572
-59.062317,29,384.757819
-46.673495,23,384.898379
-55.103005,29,385.070965
-69.012879,41,385.331173
-65.434305,33,385.590742
-54.195418,27,385.749053
-56.767618,29,385.91697
-45.603335,22,386.0467
-58.592825,31,386.237086
-52.651722,27,386.395779
-49.105303,23,386.527942
-58.775651,29,386.693722
-50.088704,24,386.841357
-52.607069,25,386.995831
-46.576695,23,387.128757
-53.116732,26,387.278835
-46.363577,23,387.419234
-45.369666,22,387.552273
-63.111288,30,387.728851
-46.673048,23,387.866414
-46.069722,23,388.011986
-45.863202,23,388.153629
-57.10416,28,388.324198
-66.398374,35,388.54156
-62.513153,33,388.758875
-49.196033,23,388.889544
-58.511871,30,389.057652
-44.223692,21,389.173285
-65.021339,30,389.367515
-60.762462,30,389.533699
-61.43819,33,389.723733
-54.673526,31,389.90979
-45.345937,21,390.036457
-60.613148,29,390.238894
-62.444311,33,390.434119
-52.753901,27,390.591143
-59.192481,29,390.771119
-47.815728,24,390.916158
-51.053318,25,391.062338
-46.63902,23,391.194936
-57.046817,32,391.401078
-57.273005,29,391.574755
-48.372481,24,391.719269
-49.199931,25,391.927259
-49.547144,24,392.086202
-50.366566,27,392.249306
-52.976883,25,392.398928
-60.638904,30,392.58054
-62.093068,32,392.783574
-47.01881,23,392.921411
-48.374193,25,393.075124
-64.866917,34,393.279401
-59.813259,31,393.472553
-45.288823,22,393.59966
-58.952492,30,393.774737
-45.562163,22,393.904284
-61.817987,34,394.117955
-45.604802,22,394.24598
-57.081534,30,394.428314
-54.759907,28,394.598197
-61.242942,32,394.803571
-61.73516,33,395.002147
-44.19688,22,395.133737
-59.107342,32,395.330146
-59.607025,30,395.527354
-57.141185,28,395.700135
-48.660733,25,395.858106
-45.149616,23,395.996808
-59.441295,30,396.195694
-49.109793,23,396.330849
-57.46584,29,396.50603
-64.280702,31,396.697698
-61.405786,31,396.896302
-63.83095,32,397.084375
-45.289367,22,397.216015
-67.369607,31,397.403099
-55.549491,30,397.590538
-47.01417,23,397.727788
-67.898532,41,397.968734
-45.340817,22,398.097882
-54.492682,27,398.283572
-71.643841,41,398.544618
-63.724443,33,398.736869
-50.419423,25,398.889597
-61.388876,31,399.091116
-45.478075,23,399.231919
-48.284873,23,399.373657
-60.579693,32,399.568832
-62.816188,32,399.784221
-54.911748,29,399.95654
-66.638388,36,400.172949
-58.039912,31,400.359627
-44.022697,21,400.487942
-63.974827,30,400.683568
-49.367724,24,400.827119
-70.132451,40,401.065038
-54.310177,26,401.231
-57.562945,32,401.432549
-45.547258,22,401.565856
-62.104715,31,401.750255
-60.69755,28,401.93764
-56.772167,29,402.113604
-45.273126,22,402.244807
-65.296883,32,402.440191
-46.226384,23,402.58506
-43.68031,22,402.722817
-50.065729,23,402.862724
-59.001161,31,403.044698
-61.014243,30,403.2391
-45.946179,22,403.370639
-51.633754,25,403.517586
-49.042341,23,403.656889
-67.835019,33,403.870289
-60.031147,31,404.056641
-45.52503,22,404.190499
-60.555265,31,404.377311
-64.790687,37,404.670697
-51.32705,25,404.825803
-46.305684,23,404.966475
-49.08901,23,405.11318
-57.705582,28,405.286994
-47.826707,23,405.429458
-53.893205,25,405.582305
-70.187802,38,405.812671
-64.307143,36,406.044598
-65.186293,32,406.233069
-90.432631,59,406.590071
-62.464123,32,406.783079
-82.564599,43,407.070224
-62.242827,33,407.273808
-47.349788,23,407.413779
-55.576843,28,407.583756
-52.821443,25,407.751728
-61.462888,35,407.97287
-45.51891,22,408.105149
-61.375592,30,408.286199
-46.292959,23,408.433799
-61.593908,31,408.625308
-47.106283,22,408.75708
-59.624943,28,408.923537
-45.66168,22,409.065403
-61.815001,30,409.252381
-57.488103,31,409.437289
-62.120592,31,409.626257
-47.293015,22,409.764105
-55.330929,27,409.940094
-47.677668,22,410.071913
-49.29157,27,410.229862
-63.329173,32,410.455991
-45.315742,23,410.594576
-50.993414,29,410.769596
-47.571759,23,410.914698
-56.960829,31,411.14147
-47.487739,23,411.275625
-56.670012,32,411.463722
-45.718478,22,411.59219
-57.263854,29,411.772626
-45.641339,22,411.90479
-52.851865,27,412.06583
-48.90348,25,412.209616
-46.552446,23,412.351948
-61.24464,35,412.56046
-56.611611,28,412.724846
-63.530018,34,412.926644
-60.613669,31,413.149396
-45.586061,22,413.283563
-63.399922,32,413.480752
-64.270313,35,413.694466
-65.39963,34,413.91115
-49.509821,25,414.059227
-45.313258,22,414.200169
-59.413292,30,414.382307
-46.84776,23,414.531223
-62.775599,30,414.722521
-54.952918,29,414.899343
-46.182719,23,415.039128
-45.57296,22,415.179095
-50.855248,28,415.353075
-52.628018,26,415.509641
-52.672111,25,415.661434
-51.83717,26,415.827445
-64.04528,32,416.024394
-67.022704,38,416.255387
-45.766426,22,416.39349
-62.059988,30,416.581142
-49.723123,24,416.731307
-58.184431,30,416.913202
-47.03306,24,417.059234
-49.968247,24,417.215204
-58.807019,31,417.460766
-47.462441,23,417.594732
-63.504945,37,417.811556
-50.217193,25,417.967494
-46.882108,22,418.101097
-67.158153,32,418.290145
-62.871097,32,418.490451
-49.449644,25,418.655179
-50.834832,24,418.807245
-51.784996,26,418.967615
-61.001691,32,419.160324
-54.861784,29,419.351803
-59.549187,30,419.531895
-66.105546,36,419.741994
-52.133523,24,419.885246
-44.273801,23,420.02419
-58.108455,30,420.205531
-51.032509,24,420.352575
-59.118316,29,420.531449
-52.02419,29,420.715578
-63.584008,35,420.925568
-52.143398,24,421.064932
-43.772298,21,421.186503
-58.640794,34,421.39848
-54.735293,26,421.56055
-59.179286,29,421.73643
-47.294244,23,421.878485
-45.246304,24,422.031921
-49.728659,24,422.178325
-50.966606,28,422.345975
-42.820656,21,422.469139
-58.714523,31,422.673261
-67.555884,38,422.90624
-63.836549,28,423.075961
-65.378023,36,423.291779
-47.512747,23,423.439811
-56.936562,31,423.682861
-59.938228,33,423.883424
-58.367065,29,424.1386
-77.121956,45,424.427999
-62.607313,32,424.624437
-45.587022,21,424.746856
-62.841543,30,424.920101
-54.753475,29,425.097236
-61.954864,32,425.284007
-47.294682,23,425.416941
-56.337026,30,425.589972
-47.163981,22,425.719397
-56.009164,29,425.896014
-56.237242,32,426.080464
-57.976007,29,426.254833
-54.439049,26,426.423949
-51.364891,28,426.588794
-57.050891,31,426.770289
-43.895235,20,426.893209
-62.850624,30,427.09342
-59.736174,32,427.282219
-53.194881,28,427.44671
-51.57491,24,427.591451
-57.013688,29,427.775781
-47.725705,22,427.910392
-59.631567,29,428.084028
-63.260789,36,428.302429
-54.896689,25,428.462904
-56.001349,28,428.635747
-50.238885,24,428.774627
-48.780719,27,428.933196
-45.394911,22,429.066654
-54.637153,31,429.249526
-58.179723,29,429.419401
-43.987176,21,429.539535
-59.689681,29,429.720353
-42.434078,20,429.843011
-58.547584,28,430.014492
-45.96635,21,430.140927
-58.673787,29,430.374304
-45.485217,22,430.507331
-57.013102,29,430.682657
-43.926519,20,430.800777
-61.301242,29,430.986291
-55.190108,26,431.1404
-62.243789,36,431.354445
-63.112055,37,431.582423
-48.835674,22,431.72528
-57.154132,28,431.905571
-51.540411,25,432.061339
-49.942653,23,432.199915
-57.613905,30,432.396252
-59.408824,29,432.567034
-62.850364,29,432.740413
-56.901649,29,432.925941
-50.257154,23,433.065871
-59.257236,28,433.247068
-48.101378,24,433.397156
-47.942848,23,433.531322
-59.794197,34,433.754406
-45.509964,22,433.888972
-50.277193,27,434.048668
-51.664192,25,434.197714
-43.467355,21,434.327108
-63.269641,32,434.527339
-52.877883,25,434.679977
-48.155235,23,434.815719
-46.796946,24,434.973755
-58.670922,31,435.163829
-54.814015,26,435.31859
-43.486698,21,435.44701
-63.276483,31,435.646503
-69.127803,38,435.875189
-57.750512,28,436.041411
-58.598742,32,436.234352
-48.823222,23,436.434951
-62.85234,36,436.653622
-49.291603,23,436.787533
-52.072019,31,436.98872
-51.70327,24,437.155103
-59.903634,29,437.337789
-43.66882,21,437.466779
-65.266596,32,437.665167
-58.70315,30,437.869825
-51.719935,25,438.027364
-62.853433,35,438.230477
-69.958702,40,438.474694
-53.499528,31,438.674535
-43.043614,22,438.811989
-55.061768,27,438.976216
-46.014636,23,439.107236
-52.690834,27,439.275544
-60.988818,32,439.469648
-53.82796,28,439.637207
-45.766079,24,439.783658
-48.225681,23,439.935663
-52.748262,27,440.099427
-74.700683,44,440.362885
-58.213926,27,440.534261
-59.107342,30,440.735289
-57.9737,31,440.923205
-55.377483,31,441.108492
-42.324522,20,441.228119
-58.004715,29,441.419586
-50.449326,23,441.55931
-60.136093,30,441.741399
-59.669166,30,441.928463
-45.405004,21,442.062369
-61.486935,31,442.257982
-44.042179,21,442.388289
-55.848104,30,442.569044
-51.986373,25,442.729763
-50.011736,23,442.879844
-52.200868,26,443.038388
-67.167772,38,443.269506
-63.571333,36,443.502336
-49.168271,22,443.63402
-51.483716,27,443.796618
-55.993254,31,443.989455
-49.096691,23,444.168702
-58.026332,28,444.374169
-49.952672,23,444.51232
-57.579817,30,444.692113
-47.463839,22,444.828736
-58.90029,30,445.020277
-43.818093,21,445.149397
-52.91709,26,445.305404
-57.688853,32,445.518148
-51.596485,25,445.669455
-46.996032,24,445.812653
-45.205494,21,445.937954
-50.015143,25,446.100096
-75.888404,44,446.372222
-49.988877,25,446.524092
-53.109973,26,446.686441
-49.363005,24,446.842943
-61.179957,30,447.035213
-52.185269,24,447.1772
-63.407497,38,447.406829
-47.387232,22,447.546941
-60.870594,33,447.758424
-44.242278,21,447.891323
-52.042897,28,448.061383
-56.650717,31,448.265495
-43.99692,21,448.398046
-58.514487,29,448.574446
-46.849864,22,448.704221
-49.928588,28,448.887214
-46.94258,22,449.021853
-54.918499,27,449.17956
-65.287086,37,449.399713
-49.076642,23,449.539943
-58.46746,32,449.73374
-51.46936,25,449.882624
-58.118011,32,450.068826
-44.249105,21,450.197087
-62.011515,33,450.403485
-42.50713,20,450.521014
-49.480341,28,450.679815
-48.883534,22,450.815292
-59.024616,33,451.070574
-52.849484,25,451.234274
-56.043595,30,451.412442
-63.770199,30,451.604515
-49.258931,22,451.736051
-55.53716,30,451.920303
-60.961885,31,452.112998
-54.035497,29,452.305949
-45.437221,22,452.443753
-51.474013,28,452.615233
-45.184833,22,452.750923
-60.685673,30,452.963736
-62.101112,35,453.176528
-40.522995,20,453.297262
-58.686491,33,453.499742
-58.998311,28,453.692521
-54.317891,28,453.860758
-52.93512,28,454.027797
-59.386981,30,454.207121
-59.002225,28,454.427202
-70.850872,36,454.646901
-46.926452,22,454.77542
-57.510187,28,454.948241
-48.981086,23,455.095064
-51.502575,30,455.280135
-56.87949,31,455.468914
-57.156209,29,455.64614
-45.265685,22,455.790099
-49.82531,28,455.964685
-43.883369,21,456.08925
-58.30972,31,456.276334
-62.820408,32,456.486781
-62.659353,34,456.691936
-44.198797,21,456.826147
-50.402788,25,456.981753
-63.435474,38,457.22247
-71.365744,37,457.454373
-48.913664,22,457.586916
-55.358933,30,457.829649
-57.499083,26,458.004776
-54.177611,29,458.190301
-58.658645,29,458.363569
-58.500807,29,458.540586
-49.06241,23,458.684052
-60.472325,34,458.901122
-50.672198,24,459.049386
-57.419194,30,459.227512
-56.879736,27,459.446254
-53.993949,27,459.610578
-52.129387,26,459.765916
-57.675332,30,459.946861
-51.628626,25,460.106692
-55.395362,28,460.276521
-42.184538,20,460.400218
-50.501988,28,460.561733
-57.429986,30,460.754252
-48.782824,23,460.898856
-51.217181,29,461.070572
-45.126732,22,461.202883
-59.124807,32,461.417734
-53.370071,27,461.577003
-45.215364,21,461.705455
-57.062765,31,461.895214
-57.697438,31,462.111307
-49.038757,23,462.24683
-60.930658,30,462.429999
-70.70987,40,462.672369
-46.885389,22,462.804465
-59.086939,30,462.995614
-56.063311,27,463.155651
-56.963507,28,463.323841
-56.93546,28,463.505459
-47.735677,22,463.643043
-57.086873,31,463.826798
-43.89872,21,463.953379
-60.033286,30,464.198997
-43.822446,21,464.324144
-60.246351,33,464.520364
-47.094505,23,464.658205
-62.740521,32,464.874189
-47.484883,22,465.008684
-50.151525,25,465.164205
-59.973135,33,465.371256
-49.004626,23,465.511551
-57.88989,29,465.692937
-53.485601,25,465.842063
-53.291311,28,466.007077
-56.590346,28,466.186144
-45.607576,22,466.313258
-48.963214,27,466.463926
-64.034405,34,466.649407
-72.918011,39,466.90159
-54.875779,30,467.090568
-51.026903,25,467.237127
-57.168056,31,467.424601
-68.701148,34,467.650666
-90.828328,59,467.98876
-65.944033,40,468.219872
-67.122497,32,468.411165
-71.130995,38,468.660198
-54.043388,28,468.829284
-43.884365,21,468.956052
-53.994211,28,469.129334
-51.726962,24,469.284681
-60.815429,35,469.504019
-45.393333,22,469.638258
-53.740258,25,469.789721
-65.539787,38,470.070037
-43.65325,21,470.193783
-53.701417,29,470.369375
-70.003523,39,470.611014
-48.794518,23,470.761459
-49.65334,27,470.996199
-46.962678,23,471.13601
-56.289437,31,471.322037
-69.913973,37,471.56109
-46.919853,23,471.697675
-50.853517,28,471.866415
-50.684753,24,472.016033
-51.392603,26,472.180825
-47.441976,28,472.353264
-57.890639,29,472.525433
-62.515057,34,472.726302
-48.148833,24,472.887236
-58.702387,30,473.075468
-76.292537,44,473.350765
-47.896035,23,473.492191
-56.549662,29,473.680677
-46.649097,24,473.826398
-58.502162,30,474.009303
-66.166941,37,474.23753
-47.457256,22,474.378894
-48.050371,26,474.540706
-45.684251,22,474.677314
-50.20334,28,474.837768
-56.085846,29,475.054824
-43.72615,21,475.17695
-54.277368,27,475.339873
-57.803571,29,475.507827
-45.711026,22,475.646572
-55.503997,28,475.822606
-71.575941,36,476.041732
-64.042868,34,476.246922
-63.682208,31,476.44658
-59.588663,30,476.628703
-71.273771,42,476.881537
-69.975237,36,477.100554
-58.551146,30,477.289357
-68.791068,35,477.533716
-55.020549,28,477.703495
-51.618384,25,477.856814
-59.635916,31,478.055201
-61.100443,31,478.239322
-45.141274,22,478.372423
-60.960654,32,478.56274
-54.164853,29,478.746421
-64.95424,30,478.937514
-55.017525,28,479.104266
-47.919319,24,479.248121
-52.363229,28,479.427116
-42.807228,23,479.567058
-55.047985,29,479.74066
-53.806667,26,479.898534
-62.606011,36,480.135462
-42.12228,21,480.266116
-59.496542,32,480.468772
-45.381322,22,480.607516
-54.857236,30,480.808676
-69.347926,36,481.029247
-56.482718,28,481.195772
-49.322239,22,481.330305
-58.30003,29,481.524377
-42.38235,20,481.645657
-55.825505,28,481.813735
-71.037696,40,482.060169
-48.703362,23,482.203429
-52.740941,25,482.361381
-45.132129,22,482.493444
-49.905704,28,482.659133
-42.205887,20,482.783154
-61.077218,30,482.96892
-67.276969,38,483.193372
-80.663516,49,483.486328
-55.244027,26,483.673346
-55.194819,28,483.877845
-42.44027,20,483.997328
-54.237053,27,484.181447
-55.474934,29,484.367656
-60.350211,34,484.571125
-55.786582,31,484.756355
